source,target
cnot3,d11wsu99e
cnot3,d12ertd551e
cnot3,d130058i21rik
cnot3,d130079a08rik
cnot3,d17h6s56e-5
cnot3,d1bwg0212e
cnot3,d230037d09rik
cnot3,d230039l06rik
cnot3,d330012f22rik
cnot3,d430039n05rik
cnot3,d4bwg0951e
cnot3,d530031c13rik
cnot3,d530033c11rik
cnot3,d730040f13rik
cnot3,d7wsu128e
cnot3,d830050j10rik
cnot3,d8ertd738e
cnot3,d930005d10rik
cnot3,d930049a15rik
cnot3,dalrd3
cnot3,dars2
cnot3,daxx
cnot3,dbndd2
cnot3,dck
cnot3,dclre1a
cnot3,dctd
cnot3,dctn6
cnot3,ddx20
cnot3,ddx46
cnot3,deaf1
cnot3,defb14
cnot3,defb4
cnot3,dennd1a
cnot3,dennd2d
cnot3,denr
cnot3,derl3
cnot3,dffb
cnot3,dfna5h
cnot3,dgat1
cnot3,dgcr8
cnot3,dgkz
cnot3,dhdds
cnot3,dhx9
cnot3,diap1
cnot3,dll1
cnot3,dlx3
cnot3,dmbt1
cnot3,dmn
cnot3,dna2l
cnot3,dnahc5
cnot3,dnaja1
cnot3,dnajb4
cnot3,dnajc1
cnot3,dnajc16
cnot3,dnajc19
cnot3,dnajc2
cnot3,dnajc5
cnot3,dnajc8
cnot3,dnase1l2
cnot3,dner
cnot3,dnm1l
cnot3,dock4
cnot3,dock7
cnot3,dohh
cnot3,dolpp1
cnot3,dpp8
cnot3,drctnnb1a
cnot3,dscr1l1
cnot3,dsg2
cnot3,dstn
cnot3,dtx4
cnot3,dus3l
cnot3,dusp15
cnot3,dusp26
cnot3,dvl1
cnot3,dynll2
cnot3,dzip1l
cnot3,e130016e03rik
cnot3,e130303b06rik
cnot3,e130307m08rik
cnot3,e130311k13rik
cnot3,e2f5
cnot3,e2f7
cnot3,e330016a19rik
cnot3,eaf2
cnot3,ecel1
cnot3,ech1
cnot3,edc4
cnot3,edg7
cnot3,eea1
cnot3,efha1
cnot3,eftud2
cnot3,eg13909
cnot3,eg545370
cnot3,eif3s10
cnot3,eif3s3
cnot3,eif3s5
cnot3,eif4a2
cnot3,eif5b
cnot3,elovl1
cnot3,emilin1
cnot3,eno1
cnot3,eno3
cnot3,enpp4
cnot3,epb4.1l5
cnot3,epc1
cnot3,ephb2
cnot3,eprs
cnot3,eral1
cnot3,ergic2
cnot3,ero1lb
cnot3,esrra
cnot3,etf1
cnot3,etv6
cnot3,exoc2
cnot3,exosc8
cnot3,f630043a04rik
cnot3,fads6
cnot3,fancm
cnot3,farsla
cnot3,fasn
cnot3,fastkd5
cnot3,fbl
cnot3,fbln1
cnot3,fbxl11
cnot3,fbxl15
cnot3,fbxl4
cnot3,fbxl7
cnot3,fbxo46
cnot3,fbxo8
cnot3,fdx1
cnot3,fem1b
cnot3,ferd3l
cnot3,fgd6
cnot3,fgf18
cnot3,fgf3
cnot3,fkbp10
cnot3,fkbp3
cnot3,fkbp5
cnot3,fkhl18
cnot3,fliih
cnot3,flt3
cnot3,fmnl1
cnot3,fndc3b
cnot3,foxa3
cnot3,foxc2
cnot3,foxd2
cnot3,foxf1a
cnot3,foxo1
cnot3,foxo3a
cnot3,foxq1
cnot3,frmd6
cnot3,fstl1
cnot3,fstl4
cnot3,fubp1
cnot3,fubp3
cnot3,fut11
cnot3,fzr1
cnot3,g430002g23rik
cnot3,ga17
cnot3,gabra5
cnot3,galnt14
cnot3,galnt3
cnot3,galr3
cnot3,gars
cnot3,gas1
cnot3,gas2l1
cnot3,gba2
cnot3,gbas
cnot3,gbx2
cnot3,gcap14
cnot3,gcat
cnot3,gcn5l2
cnot3,gdf1
cnot3,gdf6
cnot3,gfra4
cnot3,gga2
cnot3,gga3
cnot3,gjc1
cnot3,gloxd1
cnot3,glt25d2
cnot3,glul
cnot3,gm1008
cnot3,gm1568
cnot3,gm266
cnot3,gm603
cnot3,gm960
cnot3,gm962
cnot3,gm973
cnot3,gmeb2
cnot3,gmppb
cnot3,gna14
cnot3,gnas
cnot3,gnb1l
cnot3,gnpda1
cnot3,gnptg
cnot3,golph3
cnot3,golt1b
cnot3,gorasp2
cnot3,got1
cnot3,gp1bb
cnot3,gpatc3
cnot3,gpr103
cnot3,gprc5c
cnot3,gps1
cnot3,grcc10
cnot3,grhl3
cnot3,gsc
cnot3,gse1
cnot3,gspt1
cnot3,gstcd
cnot3,gtf2a2
cnot3,gtf2f1
cnot3,gtf3a
cnot3,gtf3c1
cnot3,gtl3
cnot3,gtlf3b
cnot3,gtpbp1
cnot3,h1f0
cnot3,h2-ke6
cnot3,h2afj
cnot3,h2afx
cnot3,h2afz
cnot3,has3
cnot3,hbld2
cnot3,hccs
cnot3,heatr3
cnot3,hecw2
cnot3,hells
cnot3,hhat
cnot3,hhex
cnot3,hint2
cnot3,hip2
cnot3,hist1h1a
cnot3,hist1h1b
cnot3,hist1h2ab
cnot3,hist1h2ac
cnot3,hist1h2ad
cnot3,hist1h2ae
cnot3,hist1h2af
cnot3,hist1h2ah
cnot3,hist1h2ai
cnot3,hist1h2ao
cnot3,hist1h2bb
cnot3,hist1h2bc
cnot3,hist1h2bf
cnot3,hist1h2bh
cnot3,hist1h2bj
cnot3,hist1h2bk
cnot3,hist1h2bl
cnot3,hist1h2bm
cnot3,hist1h2bp
cnot3,hist1h3a
cnot3,hist1h3b
cnot3,hist1h3c
cnot3,hist1h3d
cnot3,hist1h3e
cnot3,hist1h3f
cnot3,hist1h3g
cnot3,hist1h3h
cnot3,hist1h3i
cnot3,hist1h4a
cnot3,hist1h4b
cnot3,hist1h4c
cnot3,hist1h4d
cnot3,hist1h4j
cnot3,hist1h4m
cnot3,hist2h2aa1
cnot3,hist2h2aa2
cnot3,hist2h2bb
cnot3,hist2h3b
cnot3,hist2h3c1
cnot3,hist2h3c2
cnot3,hist2h4
cnot3,hist4h4
cnot3,hmga1
cnot3,hmga2
cnot3,hmgb2l1
cnot3,hmgn1
cnot3,hmgn2
cnot3,hnrpa3
cnot3,hnrpab
cnot3,hnrpdl
cnot3,hnrpu
cnot3,hod
cnot3,homer1
cnot3,hoxa11
cnot3,hoxa3
cnot3,hoxa5
cnot3,hoxc12
cnot3,hoxd10
cnot3,hoxd8
cnot3,hps6
cnot3,hs3st3b1
cnot3,hs6st1
cnot3,hsd11b2
cnot3,hsd17b4
cnot3,hsdl1
cnot3,hsf1
cnot3,hsf4
cnot3,hspd1
cnot3,hspe1
cnot3,htf9c
cnot3,htr7
cnot3,hunk
cnot3,hyal2
cnot3,iars
cnot3,icam5
cnot3,id4
cnot3,idh2
cnot3,ier5
cnot3,ifit2
cnot3,ifrd1
cnot3,igsf1
cnot3,igsf21
cnot3,igsf8
cnot3,ihh
cnot3,ikzf3
cnot3,il16
cnot3,il17rc
cnot3,il6ra
cnot3,ilkap
cnot3,impad1
cnot3,impdh1
cnot3,ing1
cnot3,inha
cnot3,insig2
cnot3,insm1
cnot3,insm2
cnot3,ints12
cnot3,ints8
cnot3,ipmk
cnot3,ipo11
cnot3,ipo9
cnot3,iqcg
cnot3,iqsec3
cnot3,irak3
cnot3,irx6
cnot3,isl2
cnot3,itfg1
cnot3,itgav
cnot3,itgb1
cnot3,itgb4
cnot3,itpkc
cnot3,jak1
cnot3,jarid1b
cnot3,josd1
cnot3,jub
cnot3,jund1
cnot3,kcnc3
cnot3,kcnmb4
cnot3,kcnn2
cnot3,kcnq1
cnot3,kctd18
cnot3,kctd3
cnot3,kctd5
cnot3,khdrbs1
cnot3,khk
cnot3,khsrp
cnot3,kif13a
cnot3,kif22
cnot3,kin
cnot3,kit
cnot3,klf13
cnot3,klf4
cnot3,klf5
cnot3,klhdc4
cnot3,klhdc8a
cnot3,klhl21
cnot3,kndc1
cnot3,kpna2
cnot3,krit1
cnot3,krt25
cnot3,krt6a
cnot3,large
cnot3,lass1
cnot3,ldlrap1
cnot3,lepre1
cnot3,letm1
cnot3,lig4
cnot3,limk2
cnot3,lipe
cnot3,lix1
cnot3,lmln
cnot3,lmnb2
cnot3,lmo2
cnot3,lmx1a
cnot3,lnx2
cnot3,loc380994
cnot3,loc432637
cnot3,loc432743
cnot3,loc432982
cnot3,loc434280
cnot3,loc628586
cnot3,loc639653
cnot3,lonp1
cnot3,lrig2
cnot3,lrrc24
cnot3,lrrc25
cnot3,lrrc40
cnot3,lrrc50
cnot3,lrrc58
cnot3,lrrk2
cnot3,lsm11
cnot3,lsm6
cnot3,ltb4r1
cnot3,lypd1
cnot3,lyrm2
cnot3,mafg
cnot3,man2a1
cnot3,man2b1
cnot3,map1lc3b
cnot3,map2k2
cnot3,map2k5
cnot3,map3k4
cnot3,map3k5
cnot3,map3k6
cnot3,map6d1
cnot3,mapk1
cnot3,mars
cnot3,mars2
cnot3,mat2a
cnot3,matr3
cnot3,mbp
cnot3,mcart1
cnot3,mchr1
cnot3,mcm7
cnot3,mcoln1
cnot3,mcph1
cnot3,mecr
cnot3,med25
cnot3,mesp2
cnot3,mfn1
cnot3,mgat3
cnot3,mgc107702
cnot3,mia3
cnot3,mier1
cnot3,mipep
cnot3,mixl1
cnot3,mmaa
cnot3,mmp15
cnot3,mobkl1a
cnot3,mocos
cnot3,mosc2
cnot3,mppe1
cnot3,mre11a
cnot3,mro
cnot3,mrp63
cnot3,mrpl12
cnot3,mrpl32
cnot3,mrpl48
cnot3,mrpl49
cnot3,mrpl52
cnot3,mrps26
cnot3,mrps7
cnot3,msh6
cnot3,msi2
cnot3,msn
cnot3,mtap6
cnot3,mtch2
cnot3,mtdh
cnot3,mtf2
cnot3,mthfd1l
cnot3,mthfsd
cnot3,mtl5
cnot3,mtmr4
cnot3,mtmr9
cnot3,mto1
cnot3,mtus1
cnot3,mtvr2
cnot3,mtx2
cnot3,mus81
cnot3,mybl2
cnot3,myo10
cnot3,myo5a
cnot3,myo5b
cnot3,myoz1
cnot3,nadk
cnot3,nags
cnot3,nalp10
cnot3,nans
cnot3,naprt1
cnot3,narfl
cnot3,nbr1
cnot3,ncam1
cnot3,ncapd3
cnot3,ncbp2
cnot3,ncl
cnot3,ncoa5
cnot3,ncor1
cnot3,ndel1
cnot3,ndnl2
cnot3,ndrg3
cnot3,ndufa13
cnot3,ndufa6
cnot3,ndufs5
cnot3,nebl
cnot3,nefh
cnot3,nenf
cnot3,nes
cnot3,neurog2
cnot3,nfasc
cnot3,nfat5
cnot3,nfyc
cnot3,ngfr
cnot3,nhlrc1
cnot3,nhlrc2
cnot3,nhp2l1
cnot3,nif3l1
cnot3,nipbl
cnot3,nkd2
cnot3,nkx2-4
cnot3,nkx6-2
cnot3,nog
cnot3,nol1
cnot3,nol3
cnot3,nol4
cnot3,nol7
cnot3,notch2
cnot3,nptx1
cnot3,nptx2
cnot3,nptxr
cnot3,nr1d2
cnot3,nr4a2
cnot3,nrarp
cnot3,nrg3
cnot3,nrtn
cnot3,nrxn2
cnot3,nsfl1c
cnot3,nsg1
cnot3,nsun2
cnot3,ntng2
cnot3,nudt19
cnot3,numa1
cnot3,nup188
cnot3,nup43
cnot3,nup62
cnot3,nup98
cnot3,oas1g
cnot3,ocln
cnot3,og9x
cnot3,ogg1
cnot3,olfr1164
cnot3,olfr1415
cnot3,olfr1419
cnot3,olfr482
cnot3,olfr539
cnot3,olfr556
cnot3,olfr605
cnot3,olfr606
cnot3,olfr94
cnot3,olig1
cnot3,onecut1
cnot3,onecut3
cnot3,opn3
cnot3,oprd1
cnot3,orc6l
cnot3,ormdl3
cnot3,osr2
cnot3,ostb
cnot3,otop2
cnot3,otx1
cnot3,ovol1
cnot3,p42pop
cnot3,p4hb
cnot3,pacs1
cnot3,paip1
cnot3,pak1ip1
cnot3,palm2
cnot3,pam
cnot3,papolb
cnot3,papss1
cnot3,paqr9
cnot3,pard3
cnot3,pax2
cnot3,pbx3
cnot3,pcdha5
cnot3,pcdhb12
cnot3,pcdhb13
cnot3,pcdhb21
cnot3,pcdhga11
cnot3,pcdhga8
cnot3,pcdhga9
cnot3,pcdhgb4
cnot3,pcdhgb5
cnot3,pcdhgb7
cnot3,pcgf2
cnot3,pcmt1
cnot3,pdcd6ip
cnot3,pdia3
cnot3,pdik1l
cnot3,pdlim2
cnot3,pdss2
cnot3,pdxp
cnot3,pdzd8
cnot3,per2
cnot3,perp
cnot3,pfkfb3
cnot3,pfn1
cnot3,pgf
cnot3,pgls
cnot3,pgr
cnot3,phactr4
cnot3,phkb
cnot3,phlda3
cnot3,phyhipl
cnot3,pigl
cnot3,pigp
cnot3,pik3r2
cnot3,pip5k2c
cnot3,pitpnb
cnot3,pitx1
cnot3,pkd1
cnot3,pkhd1
cnot3,pla2g2d
cnot3,plcb3
cnot3,plec1
cnot3,plk4
cnot3,plod1
cnot3,plxnc1
cnot3,pmpcb
cnot3,pole
cnot3,polr1e
cnot3,polr2h
cnot3,polr3d
cnot3,pomt1
cnot3,pop5
cnot3,pou4f1
cnot3,ppapdc2
cnot3,ppia
cnot3,ppib
cnot3,ppil3
cnot3,ppl
cnot3,ppm1e
cnot3,ppm1g
cnot3,ppm1k
cnot3,ppp1r14b
cnot3,ppp3cb
cnot3,ppp3cc
cnot3,ppp6c
cnot3,pramel7
cnot3,prdm16
cnot3,prdx1
cnot3,prdx5
cnot3,prep
cnot3,prkab1
cnot3,prkar2b
cnot3,prkcz
cnot3,prpf40b
cnot3,prpf6
cnot3,prph1
cnot3,prr3
cnot3,prrc1
cnot3,prss8
cnot3,psat1
cnot3,pscd1
cnot3,psd
cnot3,psg16
cnot3,psma2
cnot3,psma3
cnot3,psma4
cnot3,psma7
cnot3,psmb3
cnot3,psmb9
cnot3,psmc2
cnot3,psmd7
cnot3,psph
cnot3,ptcd1
cnot3,ptcd2
cnot3,ptdss2
cnot3,pten
cnot3,ptges2
cnot3,pthlh
cnot3,ptma
cnot3,ptpn12
cnot3,ptpn2
cnot3,ptpn3
cnot3,ptpn5
cnot3,ptpn6
cnot3,ptpn9
cnot3,ptpre
cnot3,ptprg
cnot3,ptpru
cnot3,pxmp2
cnot3,pxmp3
cnot3,pycr2
cnot3,rab10
cnot3,rab1b
cnot3,rab20
cnot3,rab23
cnot3,rab27b
cnot3,rab33b
cnot3,rab6
cnot3,rab9b
cnot3,rabepk
cnot3,rad23b
cnot3,raf1
cnot3,rai14
cnot3,rai17
cnot3,ranbp1
cnot3,ranbp2
cnot3,rarb
cnot3,rasa3
cnot3,rasgrp1
cnot3,rasip1
cnot3,raver2
cnot3,rb1cc1
cnot3,rbks
cnot3,rbm12
cnot3,rbm38
cnot3,rbm39
cnot3,rbm6
cnot3,rbm7
cnot3,rbms2
cnot3,rbmx
cnot3,rbmxrt
cnot3,rcc1
cnot3,rcn2
cnot3,rdbp
cnot3,rdh10
cnot3,rdx
cnot3,recc1
cnot3,recql
cnot3,rela
cnot3,rer1
cnot3,rfc4
cnot3,rffl
cnot3,rfk
cnot3,rfng
cnot3,rheb
cnot3,rhot1
cnot3,ring1
cnot3,riok3
cnot3,ripk1
cnot3,ripk5
cnot3,rnaseh2b
cnot3,rnd2
cnot3,rnf149
cnot3,rnf151
cnot3,rnf2
cnot3,rnf24
cnot3,rnf26
cnot3,rnf4
cnot3,rnf44
cnot3,rnpep
cnot3,rock1
cnot3,rock2
cnot3,rogdi
cnot3,ror2
cnot3,rpa1
cnot3,rpe
cnot3,rph3al
cnot3,rpl10a
cnot3,rpl14
cnot3,rpl17
cnot3,rpl28
cnot3,rpl32
cnot3,rpl35
cnot3,rpl5
cnot3,rpl7
cnot3,rpl7a
cnot3,rpo1-3
cnot3,rps15a
cnot3,rps17
cnot3,rps19
cnot3,rps2
cnot3,rps20
cnot3,rps8
cnot3,rwdd1
cnot3,rxfp2
cnot3,rxrb
cnot3,rybp
cnot3,s100pbp
cnot3,sall1
cnot3,samd10
cnot3,sap130
cnot3,sap18
cnot3,sap30
cnot3,sart1
cnot3,scamp1
cnot3,scand1
cnot3,scarf2
cnot3,sccpdh
cnot3,scn3b
cnot3,scrib
cnot3,scye1
cnot3,scyl3
cnot3,sdf4
cnot3,sdk2
cnot3,secisbp2
cnot3,seh1l
cnot3,sema6c
cnot3,senp8
cnot3,sephs2
cnot3,serbp1
cnot3,serf1
cnot3,sertad1
cnot3,sesn2
cnot3,setd5
cnot3,setdb1
cnot3,sez6
cnot3,sfn
