source,target
nanog,au046084
nanog,adamts9
nanog,psip1
nanog,6720401g13rik
nanog,slc6a15
nanog,rexo2
nanog,cphx
nanog,prickle1
nanog,abhd3
nanog,scamp1
nanog,gcm2
nanog,mex3b
nanog,prex2
nanog,mcf2
nanog,manba
nanog,krt7
nanog,ly6a
nanog,lmx1a
nanog,egln3
nanog,smc1b
nanog,peg10
nanog,mbnl3
nanog,bmf
nanog,mical1
nanog,hspa1a
nanog,tdpoz1
nanog,pycr1
nanog,satb2
nanog,tet2
nanog,cdc73
nanog,csrnp1
nanog,stox1
nanog,g2e3
nanog,ccno
nanog,tdrd3
nanog,fhod3
nanog,fam13b
nanog,gm4850
nanog,pdk1
nanog,slc30a2
nanog,plac8
nanog,fam190a
nanog,a2m
nanog,tcstv3
nanog,zfp352
nanog,pnma2
nanog,zfp799
nanog,itga8
nanog,gm428
nanog,c130073f10rik
nanog,zscan4c
nanog,dcaf12l1
nanog,gm5039
nanog,rpl13
nanog,duxbl
nanog,hist1h4c
nanog,hist1h4d
nanog,hist1h4f
nanog,hist1h4i
nanog,hist1h4j
nanog,hist1h4k
nanog,hist1h4m
nanog,hist1h2bb
nanog,hist1h2bg
nanog,idi1
nanog,9530059o14rik
nanog,igf2bp2
nanog,cobll1
nanog,hist4h4
nanog,lrrn4
nanog,hist1h4a
nanog,hist1h4b
nanog,cyb5d1
nanog,bex6
nanog,pon2
nanog,b4galnt4
nanog,pramel6
nanog,sfmbt2
nanog,eras
nanog,heca
nanog,af067063
nanog,bc061212
nanog,gm5279
nanog,dub2a
nanog,au015836
nanog,ndufa4l2
nanog,gm11544
nanog,zfp560
nanog,ldoc1
nanog,gm5662
nanog,bb287469
nanog,gm5788
nanog,gm13043
nanog,trim43a
nanog,mgc118608
nanog,4631416l12rik
nanog,gm6685
nanog,tubb2a-ps2
nanog,nanogpd
nanog,loc639910
nanog,loc640794
nanog,loc641136
nanog,gm7325
nanog,ankrd37
nanog,loc665718
nanog,gm7792
nanog,zscan4f
nanog,zscan4-ps2
nanog,gm7850
nanog,gm8300
nanog,gm8332
nanog,gm9222
nanog,gm11569
nanog,gm11554
nanog,loc677369
nanog,loc100038935
nanog,loc100038995
nanog,loc100039010
nanog,gm13597
nanog,loc100040112
nanog,loc100040125
nanog,gm13295
nanog,gm13040
nanog,gm13057
nanog,au018829
nanog,loc100041641
nanog,loc100041712
nanog,zscan4-ps3
nanog,ai662270
nanog,loc100045906
nanog,loc100045988
nanog,loc100046656
nanog,loc100046802
nanog,loc100047556
pou5f1,acta1
pou5f1,actc1
pou5f1,actn3
pou5f1,acta2
pou5f1,acvr1
pou5f1,adam8
pou5f1,adcy7
pou5f1,plin2
pou5f1,adk
pou5f1,parp1
pou5f1,nr0b1
pou5f1,aire
pou5f1,ak1
pou5f1,akap2
pou5f1,akt1
pou5f1,aldh2
pou5f1,akr1b3
pou5f1,alox5ap
pou5f1,ankfy1
pou5f1,anxa3
pou5f1,anxa4
pou5f1,anxa5
pou5f1,anxa7
pou5f1,apbb2
pou5f1,aplp1
pou5f1,apobec1
pou5f1,apoe
pou5f1,app
pou5f1,arf2
pou5f1,rhob
pou5f1,rhoc
pou5f1,arl4a
pou5f1,arpc1b
pou5f1,rab27a
pou5f1,ass1
pou5f1,atf3
pou5f1,slc7a3
pou5f1,bckdha
pou5f1,bckdhb
pou5f1,bcl2l1
pou5f1,ngfrap1
pou5f1,bhmt
pou5f1,bik
pou5f1,prdm1
pou5f1,bmp1
pou5f1,bmp8b
pou5f1,bmpr2
pou5f1,klf5
pou5f1,btg2
pou5f1,calca
pou5f1,calm3
pou5f1,capg
pou5f1,capn1
pou5f1,capn2
pou5f1,capn3
pou5f1,car4
pou5f1,casp6
pou5f1,ctnna1
pou5f1,ctnnd1
pou5f1,cbfa2t2
pou5f1,serpinh1
pou5f1,cbx1
pou5f1,cbx4
pou5f1,rb1cc1
pou5f1,ccnd1
pou5f1,ccrn4l
pou5f1,cd151
pou5f1,cd68
pou5f1,cd82
pou5f1,cd9
pou5f1,cdkn1a
pou5f1,cdkn1c
pou5f1,cdx2
pou5f1,cebpa
pou5f1,cebpb
pou5f1,cfl2
pou5f1,chek1
pou5f1,chkb
pou5f1,cidea
pou5f1,socs3
pou5f1,cited1
pou5f1,ckb
pou5f1,clcn2
pou5f1,clcn4-2
pou5f1,clcn5
pou5f1,cldn3
pou5f1,cldn4
pou5f1,cln3
pou5f1,cxcr7
pou5f1,cnn2
pou5f1,cobl
pou5f1,coch
pou5f1,col4a1
pou5f1,col4a2
pou5f1,col5a2
pou5f1,cpe
pou5f1,crabp1
pou5f1,cradd
pou5f1,bcar1
pou5f1,crmp1
pou5f1,cryab
pou5f1,csf1
pou5f1,csf2ra
pou5f1,csrp1
pou5f1,csrp2
pou5f1,cstb
pou5f1,ctbp2
pou5f1,ctsb
pou5f1,cttn
pou5f1,cyba
pou5f1,cyct
pou5f1,cyp1b1
pou5f1,dab1
pou5f1,dab2
pou5f1,dag1
pou5f1,dapk3
pou5f1,gadd45a
pou5f1,dhfr
pou5f1,dkk1
pou5f1,dmd
pou5f1,dnmt3a
pou5f1,cdk2ap1
pou5f1,reep5
pou5f1,dpp4
pou5f1,arid3a
pou5f1,atn1
pou5f1,dsc2
pou5f1,dsg2
pou5f1,lefty1
pou5f1,phc1
pou5f1,efnb1
pou5f1,efs
pou5f1,egfr
pou5f1,rhbdf1
pou5f1,egr1
pou5f1,enah
pou5f1,epb4.9
pou5f1,epha2
pou5f1,epha4
pou5f1,ephx2
pou5f1,stx2
pou5f1,eps15
pou5f1,eps8
pou5f1,erbb3
pou5f1,esd
pou5f1,esx1
pou5f1,etv1
pou5f1,fabp3
pou5f1,foxh1
pou5f1,fem1b
pou5f1,fgf15
pou5f1,fgf17
pou5f1,fgf4
pou5f1,fgfbp1
pou5f1,fgfr1
pou5f1,fgfr2
pou5f1,fhl1
pou5f1,fhl2
pou5f1,fkbp4
pou5f1,flii
pou5f1,fos
pou5f1,fosl2
pou5f1,fut9
pou5f1,fzd5
pou5f1,fzd6
pou5f1,gap43
pou5f1,gas6
pou5f1,gata2
pou5f1,gata3
pou5f1,gbp1
pou5f1,gbx2
pou5f1,gdf3
pou5f1,gpd2
pou5f1,ghr
pou5f1,gjb2
pou5f1,gjb3
pou5f1,gjb5
pou5f1,gli2
pou5f1,glul
pou5f1,gm2a
pou5f1,gnb2
pou5f1,gng10
pou5f1,gng12
pou5f1,gng3
pou5f1,gpc1
pou5f1,gsta4
pou5f1,gstt2
pou5f1,gyk
pou5f1,gys1
pou5f1,h2-d1
pou5f1,h2-k2
pou5f1,hand1
pou5f1,hck
pou5f1,hebp1
pou5f1,hells
pou5f1,foxd3
pou5f1,hhex
pou5f1,hipk2
pou5f1,hipk3
pou5f1,hk1
pou5f1,hmga2
pou5f1,hmox1
pou5f1,hoxa1
pou5f1,hp1bp3
pou5f1,hpse
pou5f1,prmt2
pou5f1,hspa1b
pou5f1,elavl2
pou5f1,hus1
pou5f1,icam1
pou5f1,id2
pou5f1,ide
pou5f1,ier2
pou5f1,cyr61
pou5f1,il10rb
pou5f1,ilk
pou5f1,inhbb
pou5f1,inpp5d
pou5f1,irs3
pou5f1,irx2
pou5f1,irx3
pou5f1,itga6
pou5f1,itgae
pou5f1,itgav
pou5f1,itgb1
pou5f1,itgb5
pou5f1,jag1
pou5f1,jak1
pou5f1,jak2
pou5f1,jun
pou5f1,jund
pou5f1,kcnb1
pou5f1,kif21a
pou5f1,uhmk1
pou5f1,klf2
pou5f1,klf4
pou5f1,klf9
pou5f1,hivep3
pou5f1,krt18
pou5f1,krt19
pou5f1,krt8
pou5f1,lad1
pou5f1,stmn1
pou5f1,lama1
pou5f1,lamp2
pou5f1,laptm5
pou5f1,lasp1
pou5f1,lgals1
pou5f1,lgals3
pou5f1,lgals6
pou5f1,lgals9
pou5f1,lifr
pou5f1,lig1
pou5f1,limk2
pou5f1,mycl1
pou5f1,anxa1
pou5f1,lpl
pou5f1,lsp1
pou5f1,alad
pou5f1,lxn
pou5f1,ly6e
pou5f1,lyn
pou5f1,smad2
pou5f1,mafk
pou5f1,man1a
pou5f1,man2a1
pou5f1,mapkapk2
pou5f1,ascl2
pou5f1,mbd2
pou5f1,mcl1
pou5f1,mcm3
pou5f1,mcm6
pou5f1,mef2a
pou5f1,meg3
pou5f1,kitl
pou5f1,mmp11
pou5f1,mmp2
pou5f1,morc1
pou5f1,mpp1
pou5f1,cited2
pou5f1,msh3
pou5f1,msh6
pou5f1,msl3
pou5f1,msn
pou5f1,msx2
pou5f1,mtf2
pou5f1,mthfd2
pou5f1,mast2
pou5f1,commd1
pou5f1,mxi1
pou5f1,myb
pou5f1,myc
pou5f1,gadd45b
pou5f1,myd88
pou5f1,myl4
pou5f1,mylpf
pou5f1,myo10
pou5f1,myo1c
pou5f1,myo5b
pou5f1,ncoa2
pou5f1,ndn
pou5f1,ndrg1
pou5f1,neurod1
pou5f1,nid1
pou5f1,nid2
pou5f1,ninj1
pou5f1,nipsnap1
pou5f1,mycn
pou5f1,nnat
pou5f1,nnt
pou5f1,nodal
pou5f1,slc11a1
pou5f1,ntn1
pou5f1,olfr50
pou5f1,olfr54
pou5f1,sqstm1
pou5f1,otx2
pou5f1,p2rx4
pou5f1,pax6
pou5f1,kat2b
pou5f1,pcolce
pou5f1,pde7a
pou5f1,pdgfa
pou5f1,pdgfb
pou5f1,pea15a
pou5f1,etv4
pou5f1,pecam1
pou5f1,pfkfb1
pou5f1,abcb1a
pou5f1,pik3r3
pou5f1,pip5k1a
pou5f1,prkcd
pou5f1,prkch
pou5f1,pla2g1b
pou5f1,serpine1
pou5f1,plaur
pou5f1,plcb4
pou5f1,plec
pou5f1,plxna2
pou5f1,pnp1
pou5f1,4-sep
pou5f1,pola1
pou5f1,pold2
pou5f1,pou3f1
pou5f1,pou4f2
pou5f1,pou6f1
pou5f1,pparg
pou5f1,scand1
pou5f1,srgn
pou5f1,prg2
pou5f1,prkar1b
pou5f1,procr
pou5f1,prps1
pou5f1,st14
pou5f1,cyth3
pou5f1,psen1
pou5f1,pipox
pou5f1,rhox6
pou5f1,ptgis
pou5f1,pth1r
pou5f1,ptpn11
pou5f1,ptpn14
pou5f1,ptprg
pou5f1,ptprk
pou5f1,igdcc3
pou5f1,pura
pou5f1,purb
pou5f1,pxmp2
pou5f1,pxmp3
pou5f1,pxn
pou5f1,qk
pou5f1,rab12
pou5f1,rab20
pou5f1,rab33b
pou5f1,rab5c
pou5f1,dennd5a
pou5f1,rab34
pou5f1,rai1
pou5f1,rasgrp2
pou5f1,rarg
pou5f1,rasd1
pou5f1,rbbp6
pou5f1,rbp1
pou5f1,rela
pou5f1,reps1
pou5f1,rex2
pou5f1,rfx2
pou5f1,ralgds
pou5f1,rnu7
pou5f1,robo1
pou5f1,rpl30
pou5f1,rras
pou5f1,s100a11
pou5f1,s100a6
pou5f1,scd1
pou5f1,stmn2
pou5f1,zc3h7b
pou5f1,sct
pou5f1,sfrp2
pou5f1,nptn
pou5f1,frrs1
pou5f1,sema4a
pou5f1,sema4c
pou5f1,8-sep
pou5f1,sgce
pou5f1,shmt1
pou5f1,st3gal5
pou5f1,sin3b
pou5f1,skil
pou5f1,slc12a7
pou5f1,slc19a1
pou5f1,slc22a5
pou5f1,slc4a2
pou5f1,slc7a7
pou5f1,hltf
pou5f1,smpd1
pou5f1,sms
pou5f1,snai1
pou5f1,plk2
pou5f1,sntb2
pou5f1,sod1
pou5f1,sos2
pou5f1,sox17
pou5f1,sox2
pou5f1,serpinb9b
pou5f1,serpinb9c
pou5f1,serpinb9f
pou5f1,serpinb9e
pou5f1,serpine2
pou5f1,serpinb9
pou5f1,serpinb9d
pou5f1,spink3
pou5f1,spint1
pou5f1,spna1
pou5f1,spna2
pou5f1,spnb2
pou5f1,scarb1
pou5f1,stat4
pou5f1,stc2
pou5f1,slk
pou5f1,stra8
pou5f1,stx4a
pou5f1,sdc4
pou5f1,tagln
pou5f1,tagln2
pou5f1,tapbp
pou5f1,tbrg1
pou5f1,tcea3
pou5f1,tcf12
pou5f1,tcf15
pou5f1,tcf7l2
pou5f1,tcfap2c
pou5f1,tcf3
pou5f1,tcfec
pou5f1,tcl1
pou5f1,phlda1
pou5f1,tdgf1
pou5f1,tead4
pou5f1,tek
pou5f1,terf1
pou5f1,tes
pou5f1,tesk1
pou5f1,zfand3
pou5f1,tfpi
pou5f1,tgfb1i1
pou5f1,tsc22d1
pou5f1,tgfbr3
pou5f1,tgm2
pou5f1,thbs1
pou5f1,thbs3
pou5f1,klf10
pou5f1,atp6v0a2
pou5f1,tjp1
pou5f1,tle1
pou5f1,tle4
pou5f1,tln1
pou5f1,tspan7
pou5f1,tnnc1
pou5f1,tnfaip1
pou5f1,tnnt3
pou5f1,ppp1r13b
pou5f1,tpm2
pou5f1,trh
pou5f1,trp53
pou5f1,phlda2
pou5f1,ttn
pou5f1,tuba4a
pou5f1,tuft1
pou5f1,tyro3
pou5f1,ube1y1
pou5f1,ube2h
pou5f1,ugdh
pou5f1,ung
pou5f1,upp1
pou5f1,utf1
pou5f1,vamp8
pou5f1,vcl
pou5f1,vegfb
pou5f1,vegfc
pou5f1,vnn1
pou5f1,trpv2
pou5f1,wbp5
pou5f1,wdr1
pou5f1,wnt4
pou5f1,wnt7b
pou5f1,xlr3a
pou5f1,xlr3c
pou5f1,xrcc5
pou5f1,rnf103
pou5f1,zfp105
pou5f1,zfp42
pou5f1,zfp57
pou5f1,zfp59
pou5f1,zfp62
pou5f1,zfp90
pou5f1,zfp97
pou5f1,zfpm1
pou5f1,zic3
pou5f1,slc30a4
pou5f1,zp3
pou5f1,adam23
pou5f1,amfr
pou5f1,klf6
pou5f1,ets2
pou5f1,gadd45g
pou5f1,odz4
pou5f1,pacsin2
pou5f1,pde10a
pou5f1,twf2
pou5f1,3-sep
pou5f1,slco2a1
pou5f1,spry2
pou5f1,spry4
pou5f1,esrrb
pou5f1,lypla2
pou5f1,map3k4
pou5f1,nr5a2
pou5f1,git2
pou5f1,hunk
pou5f1,pla2g10
pou5f1,dysf
pou5f1,gcat
pou5f1,map4k4
pou5f1,mprip
pou5f1,micall1
pou5f1,etv3
pou5f1,aoah
pou5f1,tcirg1
pou5f1,podxl
pou5f1,nrk
pou5f1,tnfrsf12a
pou5f1,phlda3
pou5f1,x99384
pou5f1,prmt5
pou5f1,abca3
pou5f1,mkln1
pou5f1,amot
pou5f1,d7zem2
pou5f1,tada1
pou5f1,efhd2
pou5f1,exosc5
pou5f1,d5wsu152e
pou5f1,reep3
pou5f1,limd1
pou5f1,bag3
pou5f1,ndrg2
pou5f1,rnf11
pou5f1,clic4
pou5f1,zfp292
pou5f1,fbxl12
pou5f1,usp25
pou5f1,rnf19a
pou5f1,bin1
pou5f1,aass
pou5f1,ptpla
pou5f1,thop1
pou5f1,ttpa
pou5f1,lats2
pou5f1,tmprss2
pou5f1,hist1h1c
pou5f1,sacs
pou5f1,dkkl1
pou5f1,fbxo15
pou5f1,crim1
pou5f1,atp11a
pou5f1,ppap2c
pou5f1,hs6st1
pou5f1,chek2
pou5f1,hmgn5
pou5f1,irx4
pou5f1,myadm
pou5f1,nasp
pou5f1,h2afz
pou5f1,cdk2ap2
pou5f1,hgsnat
pou5f1,reep1
pou5f1,klhl7
pou5f1,vps37a
pou5f1,tet1
pou5f1,d7ertd715e
pou5f1,cpsf4l
pou5f1,zwint
pou5f1,dbndd2
pou5f1,gramd1a
pou5f1,dlg3
pou5f1,usp2
pou5f1,htatip2
pou5f1,cd164
pou5f1,fut8
pou5f1,cldn7
pou5f1,porcn
pou5f1,9-sep
pou5f1,slc40a1
pou5f1,pmm2
pou5f1,pdlim1
pou5f1,lsr
pou5f1,irf6
pou5f1,myst4
pou5f1,1-sep
pou5f1,arhgef5
pou5f1,elovl2
pou5f1,gnpnat1
pou5f1,atf7ip
pou5f1,ctnnal1
pou5f1,phc2
pou5f1,cldn6
pou5f1,dnmt3l
pou5f1,mkrn1
pou5f1,tbc1d8
pou5f1,nphs1
pou5f1,pdgfc
pou5f1,ccdc120
pou5f1,usp27x
pou5f1,sh3glb1
pou5f1,pdzrn3
pou5f1,hebp2
pou5f1,stard10
pou5f1,lgals8
pou5f1,set
pou5f1,psmg1
pou5f1,plac1
pou5f1,nagk
pou5f1,fxyd1
pou5f1,rhog
pou5f1,zfp386
pou5f1,ube2j1
pou5f1,tmem45a
pou5f1,gkap1
pou5f1,fam60a
pou5f1,nupr1
pou5f1,amotl2
pou5f1,b4galt5
pou5f1,sssca1
pou5f1,shoc2
pou5f1,dusp14
pou5f1,ncoa6
pou5f1,pfkp
pou5f1,snx1
pou5f1,aldh18a1
pou5f1,mtch1
pou5f1,fads2
pou5f1,rnf138
pou5f1,rbms2
pou5f1,nme4
pou5f1,mgst1
pou5f1,gsk3b
pou5f1,litaf
pou5f1,rnf14
pou5f1,igdcc4
pou5f1,dhodh
pou5f1,tacstd2
pou5f1,tmem9b
pou5f1,dnajb2
pou5f1,nelf
pou5f1,rbms1
pou5f1,tbx20
pou5f1,vav3
pou5f1,slc25a20
pou5f1,parva
pou5f1,b4galt3
pou5f1,gabarapl1
pou5f1,slc15a2
pou5f1,rangrf
pou5f1,angptl4
pou5f1,cdc42se1
pou5f1,crlf2
pou5f1,hic2
pou5f1,ppp1r1a
pou5f1,pard6b
pou5f1,chst11
pou5f1,pga5
pou5f1,tdh
pou5f1,nampt
pou5f1,evc
pou5f1,tpm3
pou5f1,erbb2ip
pou5f1,gpa33
pou5f1,sap30
pou5f1,tmem8
pou5f1,syt9
pou5f1,fads3
pou5f1,foxj2
pou5f1,zfp296
pou5f1,fam129a
pou5f1,perp
pou5f1,ralb
pou5f1,dip2a
pou5f1,mrps24
pou5f1,dpys
pou5f1,zic5
pou5f1,lrp10
pou5f1,pmepa1
pou5f1,cubn
pou5f1,hsd17b14
pou5f1,ethe1
pou5f1,cxcl16
pou5f1,sarnp
pou5f1,fkbp11
pou5f1,ifitm3
pou5f1,prr13
pou5f1,tomm7
pou5f1,nop10
pou5f1,1110049f12rik
pou5f1,1190002h23rik
pou5f1,eif1ay
pou5f1,osgep
pou5f1,1810014b01rik
pou5f1,klf15
pou5f1,fam82b
pou5f1,tmem128
pou5f1,dpy30
pou5f1,cenpp
pou5f1,1700029p11rik
pou5f1,dctpp1
pou5f1,2410022l05rik
pou5f1,chchd7
pou5f1,asrgl1
pou5f1,cul7
pou5f1,aggf1
pou5f1,rdm1
pou5f1,snx9
pou5f1,ubr7
pou5f1,tex12
pou5f1,acp6
pou5f1,sltm
pou5f1,5730528l13rik
pou5f1,klhl28
pou5f1,tab3
pou5f1,4933439f18rik
pou5f1,4933433p14rik
pou5f1,cntnap2
pou5f1,pycard
pou5f1,nacc1
pou5f1,etfdh
pou5f1,fuca2
pou5f1,plbd1
pou5f1,serbp1
pou5f1,pcyox1
pou5f1,rnf128
pou5f1,1300014i06rik
pou5f1,baiap2l1
pou5f1,bzw2
pou5f1,shisa5
pou5f1,2310030g06rik
pou5f1,cdca7
pou5f1,polr3k
pou5f1,fancl
pou5f1,oxct1
pou5f1,syap1
pou5f1,yaf2
pou5f1,mcart6
pou5f1,1700019n12rik
pou5f1,1700019d03rik
pou5f1,ptgr1
pou5f1,dynlt3
pou5f1,fbxo5
pou5f1,rnf141
pou5f1,ube2t
pou5f1,spats2l
pou5f1,2900011o08rik
pou5f1,2900073g15rik
pou5f1,d10ertd322e
pou5f1,pigc
pou5f1,jam2
pou5f1,bbs2
pou5f1,fam132a
pou5f1,pdlim7
pou5f1,armcx2
pou5f1,pkp2
pou5f1,mmd
pou5f1,abhd5
pou5f1,slc47a1
pou5f1,1700097n02rik
pou5f1,cog6
pou5f1,pigm
pou5f1,patl2
pou5f1,cpeb4
pou5f1,dusp6
pou5f1,tm7sf3
pou5f1,rnf125
pou5f1,wfdc2
pou5f1,dnajc19
pou5f1,arpc5
pou5f1,vwa5a
pou5f1,ilf2
pou5f1,enoph1
pou5f1,tmem33
pou5f1,1500011k16rik
pou5f1,rnmt
pou5f1,zcchc3
pou5f1,tceb1
pou5f1,tubb6
pou5f1,zcchc10
pou5f1,ooep
pou5f1,ccny
pou5f1,hormad1
pou5f1,2810417h13rik
pou5f1,mid1ip1
pou5f1,dynll2
pou5f1,cmtm3
pou5f1,etaa1
pou5f1,gpr177
pou5f1,rpl39l
pou5f1,tmbim4
pou5f1,gtsf1l
pou5f1,vps53
pou5f1,crip2
pou5f1,2010204k13rik
pou5f1,tmem129
pou5f1,ciz1
pou5f1,lmbrd1
pou5f1,mpzl1
pou5f1,efha1
pou5f1,tmem109
pou5f1,nufip2
pou5f1,abhd14a
pou5f1,fam198b
pou5f1,smtnl1
pou5f1,ifitm1
pou5f1,lrrc16a
pou5f1,acss1
pou5f1,rreb1
pou5f1,1110038d17rik
pou5f1,flnc
pou5f1,1190002n15rik
pou5f1,1190005i06rik
pou5f1,rpap1
pou5f1,1500011h22rik
pou5f1,eif1b
pou5f1,pycr2
pou5f1,chac1
pou5f1,1810019j16rik
pou5f1,2200001i15rik
pou5f1,1810031k17rik
pou5f1,1810027o10rik
pou5f1,dhx16
pou5f1,2410007b07rik
pou5f1,plekha4
pou5f1,2610034e01rik
pou5f1,gins1
pou5f1,ctdspl
pou5f1,slc38a4
pou5f1,1700019a02rik
pou5f1,tmem127
pou5f1,2310001h12rik
pou5f1,rhou
pou5f1,tnfsf13
pou5f1,gpx8
pou5f1,2310014d11rik
pou5f1,fam83g
pou5f1,pir
pou5f1,tmbim1
pou5f1,pxdn
pou5f1,aarsd1
pou5f1,hddc2
pou5f1,iqcg
pou5f1,rnaseh2a
pou5f1,bdh2
pou5f1,glod5
pou5f1,ttc39b
pou5f1,zfp219
pou5f1,mfsd11
pou5f1,vrk2
pou5f1,2810408i11rik
pou5f1,2810025m15rik
pou5f1,1700029i01rik
pou5f1,nt5dc2
pou5f1,cmtm8
pou5f1,dpf3
pou5f1,mettl7a1
pou5f1,ly6g6e
pou5f1,afap1
pou5f1,basp1
pou5f1,mospd1
pou5f1,2610018g03rik
pou5f1,2610034b18rik
pou5f1,2610318n02rik
pou5f1,bbx
pou5f1,slc25a33
pou5f1,cpm
pou5f1,ankrd24
pou5f1,dusp16
pou5f1,3830417a13rik
pou5f1,6330411e07rik
pou5f1,nolc1
pou5f1,prdm5
pou5f1,spag9
pou5f1,phf6
pou5f1,nudt4
pou5f1,rassf8
pou5f1,ano9
pou5f1,5530400b01rik
pou5f1,arhgap21
pou5f1,bcor
pou5f1,9030409g11rik
pou5f1,pogk
pou5f1,optn
pou5f1,4930506m07rik
pou5f1,osbpl3
pou5f1,8-mar
pou5f1,isyna1
pou5f1,pitpnc1
pou5f1,lrrc34
pou5f1,syce2
pou5f1,ppapdc1b
pou5f1,tmem123
pou5f1,car13
pou5f1,nanog
pou5f1,2400003c14rik
pou5f1,rbpms2
pou5f1,tdrd12
pou5f1,1600014k23rik
pou5f1,fndc3b
pou5f1,slc35f2
pou5f1,1600025m17rik
pou5f1,tmub2
pou5f1,rap2c
pou5f1,2610019f03rik
pou5f1,eml2
pou5f1,cda
pou5f1,2200002d01rik
pou5f1,dusp3
pou5f1,ripk4
pou5f1,prr5l
pou5f1,ssbp3
pou5f1,2610319h10rik
pou5f1,hsdl1
pou5f1,utp14a
pou5f1,tdrkh
pou5f1,dnajc6
pou5f1,macrod2
pou5f1,agxt2l2
pou5f1,ccnt2
pou5f1,rps6ka5
pou5f1,sgip1
pou5f1,slc22a23
pou5f1,cenpv
pou5f1,setd7
pou5f1,slc25a31
pou5f1,1700047i17rik1
pou5f1,1700052k11rik
pou5f1,zfp763
pou5f1,rnf38
pou5f1,vgll3
pou5f1,marveld3
pou5f1,rhox13
pou5f1,1700113i22rik
pou5f1,2410076i21rik
pou5f1,psma8
pou5f1,tex19.1
pou5f1,zbtb8a
pou5f1,atg16l2
pou5f1,2410087m07rik
